ID	Name	miRNA_ID	SPOT_ID
49121			EMPTY
31933			EMPTY
50052			EMPTY
48230			EMPTY
50280			EMPTY
49019			EMPTY
47276			EMPTY
47383			EMPTY
49686			EMPTY
49586			EMPTY
49147			EMPTY
49647			EMPTY
48104			EMPTY
49279			EMPTY
48913			EMPTY
50036			EMPTY
50034			EMPTY
50305			EMPTY
49439			EMPTY
49158			EMPTY
49865			EMPTY
49564			EMPTY
49110			EMPTY
49225			EMPTY
49298			EMPTY
49348			EMPTY
48605			EMPTY
49025			EMPTY
49176			EMPTY
49587			EMPTY
47690			EMPTY
50291			EMPTY
49038			EMPTY
49671			EMPTY
49432			EMPTY
49447			EMPTY
49816			EMPTY
49501			EMPTY
49840			EMPTY
49800			EMPTY
49056			EMPTY
49007			EMPTY
48597			EMPTY
49919			EMPTY
49198			EMPTY
28393			EMPTY
17752			EMPTY
50387			EMPTY
49758			EMPTY
50358			EMPTY
50116			EMPTY
49732			EMPTY
50147			EMPTY
50469			EMPTY
49396			EMPTY
49873			EMPTY
48684			EMPTY
49568			EMPTY
50419			EMPTY
49906			EMPTY
49138			EMPTY
50404			EMPTY
50041			EMPTY
50337			EMPTY
48946			EMPTY
49471			EMPTY
49760			EMPTY
48801			EMPTY
49544			EMPTY
49088			EMPTY
48200			EMPTY
49847			EMPTY
49135			EMPTY
48635			EMPTY
49182			EMPTY
48779			EMPTY
49151			EMPTY
49086			EMPTY
11184			EMPTY
19596			EMPTY
17718			EMPTY
13141			EMPTY
13145			EMPTY
14280			EMPTY
32884			EMPTY
4040			EMPTY
19016			EMPTY
46249			EMPTY
11123			EMPTY
10955			EMPTY
11102			EMPTY
17519			EMPTY
42461			EMPTY
17503			EMPTY
27898			EMPTY
42580			EMPTY
19595			EMPTY
17850			EMPTY
42629			EMPTY
17835			EMPTY
11021			EMPTY
42925			EMPTY
42866			EMPTY
13148			EMPTY
17478			EMPTY
19583			EMPTY
42727			EMPTY
42455			EMPTY
27821			EMPTY
42676			EMPTY
14306			EMPTY
17732			EMPTY
29490			EMPTY
10954			EMPTY
48259			EMPTY
49896			EMPTY
49418			EMPTY
49308			EMPTY
47359			EMPTY
47338			EMPTY
47580			EMPTY
49907			EMPTY
48674			EMPTY
49950			EMPTY
50163			EMPTY
49959			EMPTY
49607			EMPTY
48991			EMPTY
27350			EMPTY
49314			EMPTY
49414			EMPTY
48685			EMPTY
49937			EMPTY
24163			EMPTY
49857			EMPTY
50000			EMPTY
49041			EMPTY
50259			EMPTY
50209			EMPTY
50005			EMPTY
50125			EMPTY
49266			EMPTY
49739			EMPTY
49010			EMPTY
49649			EMPTY
48482			EMPTY
48530			EMPTY
49399			EMPTY
48441			EMPTY
50077			EMPTY
50394			EMPTY
50084			EMPTY
48614			EMPTY
47523			EMPTY
49534			EMPTY
49519			EMPTY
50296			EMPTY
50369			EMPTY
49239			EMPTY
27676			EMPTY
49584			EMPTY
48914			EMPTY
47975			EMPTY
48565			EMPTY
47860			EMPTY
50018			EMPTY
49828			EMPTY
50342			EMPTY
48442			EMPTY
48385			EMPTY
48172			EMPTY
49275			EMPTY
48012			EMPTY
49017			EMPTY
49693			EMPTY
50168			EMPTY
50396			EMPTY
48919			EMPTY
49021			EMPTY
32789			EMPTY
13367			EMPTY
49874			EMPTY
50232			EMPTY
50295			EMPTY
50426			EMPTY
50006			EMPTY
47572			EMPTY
49382			EMPTY
49770			EMPTY
49710			EMPTY
47568			EMPTY
47868			EMPTY
50149			EMPTY
49142			EMPTY
50257			EMPTY
49081			EMPTY
49120			EMPTY
49312			EMPTY
47055			EMPTY
49071			EMPTY
49652			EMPTY
50110			EMPTY
50076			EMPTY
49608			EMPTY
48256			EMPTY
49842			EMPTY
47251			EMPTY
33728			EMPTY
49822			EMPTY
28558			EMPTY
49167			EMPTY
48715			EMPTY
48929			EMPTY
49783			EMPTY
49569			EMPTY
48925			EMPTY
48323			EMPTY
50062			EMPTY
49287			EMPTY
32812			EMPTY
49293			EMPTY
49202			EMPTY
50400			EMPTY
50177			EMPTY
48832			EMPTY
49838			EMPTY
49496			EMPTY
50098			EMPTY
47080			EMPTY
49011			EMPTY
49271			EMPTY
49620			EMPTY
49150			EMPTY
49338			EMPTY
50024			EMPTY
49018			EMPTY
48545			EMPTY
49072			EMPTY
46713			EMPTY
49633			EMPTY
49470			EMPTY
49764			EMPTY
50262			EMPTY
49643			EMPTY
49070			EMPTY
49252			EMPTY
47611			EMPTY
49095			EMPTY
48038			EMPTY
49462			EMPTY
50231			EMPTY
48479			EMPTY
49376			EMPTY
50268			EMPTY
50165			EMPTY
49238			EMPTY
50196			EMPTY
47538			EMPTY
50324			EMPTY
49413			EMPTY
49878			EMPTY
50359			EMPTY
42698			EMPTY
27217			EMPTY
29802			EMPTY
28251			EMPTY
21498			EMPTY
14288			EMPTY
46354			EMPTY
17729			EMPTY
30207			EMPTY
42679			EMPTY
46436			EMPTY
29871			EMPTY
17482			EMPTY
46789			EMPTY
14854			EMPTY
29850			EMPTY
11000			EMPTY
11023			EMPTY
14301			EMPTY
28889			EMPTY
42473			EMPTY
17885			EMPTY
42612			EMPTY
17608			EMPTY
46443			EMPTY
13186			EMPTY
11139			EMPTY
42965			EMPTY
17940			EMPTY
17893			EMPTY
28009			EMPTY
28191			EMPTY
42576			EMPTY
11175			EMPTY
33902			EMPTY
13371			EMPTY
49385			EMPTY
49013			EMPTY
50188			EMPTY
48963			EMPTY
47258			EMPTY
50201			EMPTY
50269			EMPTY
47749			EMPTY
49090			EMPTY
49779			EMPTY
49612			EMPTY
49089			EMPTY
49933			EMPTY
48133			EMPTY
1100			EMPTY
49757			EMPTY
48989			EMPTY
49642			EMPTY
49856			EMPTY
47590			EMPTY
49282			EMPTY
50434			EMPTY
49632			EMPTY
50089			EMPTY
47396			EMPTY
19580			EMPTY
47745			EMPTY
49111			EMPTY
49367			EMPTY
50129			EMPTY
50336			EMPTY
48350			EMPTY
28929			EMPTY
50035			EMPTY
50353			EMPTY
49796			EMPTY
47621			EMPTY
50283			EMPTY
50238			EMPTY
50021			EMPTY
49628			EMPTY
49606			EMPTY
47503			EMPTY
49529			EMPTY
49359			EMPTY
50048			EMPTY
50031			EMPTY
49186			EMPTY
47130			EMPTY
50113			EMPTY
42503			EMPTY
47190			EMPTY
13421			EMPTY
50326			EMPTY
48988			EMPTY
49716			EMPTY
49768			EMPTY
47702			EMPTY
50096			EMPTY
47829			EMPTY
50402			EMPTY
49830			EMPTY
49790			EMPTY
29138			EMPTY
49488			EMPTY
49469			EMPTY
50105			EMPTY
48847			EMPTY
47263			EMPTY
49761			EMPTY
49059			EMPTY
49104			EMPTY
49866			EMPTY
49404			EMPTY
49004			EMPTY
50464			EMPTY
47188			EMPTY
49852			EMPTY
49109			EMPTY
49601			EMPTY
50439			EMPTY
49078			EMPTY
48928			EMPTY
47753			EMPTY
49875			EMPTY
49327			EMPTY
49611			EMPTY
49898			EMPTY
49715			EMPTY
49815			EMPTY
50203			EMPTY
50054			EMPTY
49155			EMPTY
31049			EMPTY
48408			EMPTY
49719			EMPTY
49437			EMPTY
49283			EMPTY
49247			EMPTY
49183			EMPTY
49223			EMPTY
49615			EMPTY
50298			EMPTY
49445			EMPTY
49558			EMPTY
49349			EMPTY
50059			EMPTY
49958			EMPTY
49515			EMPTY
49036			EMPTY
47075			EMPTY
50456			EMPTY
49636			EMPTY
50153			EMPTY
47542			EMPTY
48268			EMPTY
48360			EMPTY
50294			EMPTY
47028			EMPTY
50170			EMPTY
49448			EMPTY
49871			EMPTY
49259			EMPTY
49995			EMPTY
49407			EMPTY
49452			EMPTY
47865			EMPTY
49731			EMPTY
49944			EMPTY
49745			EMPTY
49881			EMPTY
49814			EMPTY
49572			EMPTY
47123			EMPTY
49929			EMPTY
50370			EMPTY
48909			EMPTY
49373			EMPTY
49305			EMPTY
49728			EMPTY
49295			EMPTY
49726			EMPTY
49351			EMPTY
42840			EMPTY
13171			EMPTY
17822			EMPTY
10995			EMPTY
17958			EMPTY
10997			EMPTY
10978			EMPTY
11085			EMPTY
42700			EMPTY
42641			EMPTY
42865			EMPTY
14271			EMPTY
32772			EMPTY
10975			EMPTY
21501			EMPTY
42555			EMPTY
11053			EMPTY
29379			EMPTY
15619			EMPTY
42985			EMPTY
11063			EMPTY
42480			EMPTY
46338			EMPTY
46777			EMPTY
27672			EMPTY
17474			EMPTY
29328			EMPTY
11181			EMPTY
10952			EMPTY
11004			EMPTY
11138			EMPTY
42802			EMPTY
13177			EMPTY
19590			EMPTY
27720			EMPTY
50179			EMPTY
49493			EMPTY
49744			EMPTY
49769			EMPTY
49261			EMPTY
49299			EMPTY
49419			EMPTY
50010			EMPTY
49961			EMPTY
50271			EMPTY
50158			EMPTY
49533			EMPTY
49951			EMPTY
49181			EMPTY
50103			EMPTY
49263			EMPTY
48639			EMPTY
49967			EMPTY
50075			EMPTY
50183			EMPTY
50264			EMPTY
48936			EMPTY
50063			EMPTY
49253			EMPTY
49910			EMPTY
49483			EMPTY
49330			EMPTY
49001			EMPTY
47888			EMPTY
49759			EMPTY
49754			EMPTY
49724			EMPTY
50127			EMPTY
50416			EMPTY
49674			EMPTY
50019			EMPTY
48615			EMPTY
49713			EMPTY
47661			EMPTY
47409			EMPTY
30755			EMPTY
49661			EMPTY
27833			EMPTY
48731			EMPTY
49812			EMPTY
49005			EMPTY
50172			EMPTY
49294			EMPTY
47167			EMPTY
18847			EMPTY
50476			EMPTY
50243			EMPTY
49718			EMPTY
50032			EMPTY
50475			EMPTY
49820			EMPTY
49813			EMPTY
49460			EMPTY
49681			EMPTY
49311			EMPTY
50159			EMPTY
49786			EMPTY
50143			EMPTY
48908			EMPTY
50221			EMPTY
27314			EMPTY
47505			EMPTY
49576			EMPTY
49541			EMPTY
47313			EMPTY
49096			EMPTY
49804			EMPTY
48972			EMPTY
50332			EMPTY
49654			EMPTY
47547			EMPTY
47594			EMPTY
47208			EMPTY
49360			EMPTY
49187			EMPTY
49706			EMPTY
50236			EMPTY
49538			EMPTY
49249			EMPTY
48638			EMPTY
49998			EMPTY
42716			EMPTY
49273			EMPTY
47737			EMPTY
47981			EMPTY
49968			EMPTY
49640			EMPTY
50461			EMPTY
50121			EMPTY
48943			EMPTY
50001			EMPTY
49127			EMPTY
49890			EMPTY
49466			EMPTY
50217			EMPTY
47187			EMPTY
47471			EMPTY
49140			EMPTY
47506			EMPTY
50392			EMPTY
50451			EMPTY
48926			EMPTY
48996			EMPTY
49374			EMPTY
50258			EMPTY
49030			EMPTY
49408			EMPTY
48916			EMPTY
49712			EMPTY
49926			EMPTY
47955			EMPTY
50145			EMPTY
49913			EMPTY
49854			EMPTY
49963			EMPTY
49858			EMPTY
49296			EMPTY
50197			EMPTY
49231			EMPTY
50094			EMPTY
49788			EMPTY
28488			EMPTY
49823			EMPTY
49077			EMPTY
27847			EMPTY
49785			EMPTY
50106			EMPTY
50137			EMPTY
50285			EMPTY
50267			EMPTY
49107			EMPTY
49964			EMPTY
49207			EMPTY
49765			EMPTY
48647			EMPTY
49658			EMPTY
50302			EMPTY
49637			EMPTY
50175			EMPTY
42979			EMPTY
11043			EMPTY
11040			EMPTY
42592			EMPTY
19588			EMPTY
10976			EMPTY
29153			EMPTY
17272			EMPTY
42681			EMPTY
11024			EMPTY
11044			EMPTY
42713			EMPTY
42633			EMPTY
10942			EMPTY
11185			EMPTY
11134			EMPTY
17498			EMPTY
42724			EMPTY
46406			EMPTY
42829			EMPTY
42896			EMPTY
14272			EMPTY
42603			EMPTY
42806			EMPTY
42900			EMPTY
10987			EMPTY
11041			EMPTY
17280			EMPTY
42470			EMPTY
17652			EMPTY
11007			EMPTY
17336			EMPTY
17605			EMPTY
29529			EMPTY
49191			EMPTY
48207			EMPTY
49778			EMPTY
50395			EMPTY
49129			EMPTY
49306			EMPTY
49479			EMPTY
49073			EMPTY
49848			EMPTY
47271			EMPTY
50078			EMPTY
49144			EMPTY
48409			EMPTY
49195			EMPTY
49901			EMPTY
49118			EMPTY
49172			EMPTY
49776			EMPTY
49602			EMPTY
49897			EMPTY
49983			EMPTY
50111			EMPTY
50216			EMPTY
49780			EMPTY
47855			EMPTY
48831			EMPTY
49948			EMPTY
48746			EMPTY
50323			EMPTY
48252			EMPTY
49735			EMPTY
48811			EMPTY
49014			EMPTY
50104			EMPTY
48971			EMPTY
49023			EMPTY
49521			EMPTY
49720			EMPTY
49512			EMPTY
47849			EMPTY
49977			EMPTY
50011			EMPTY
49597			EMPTY
49117			EMPTY
50189			EMPTY
47548			EMPTY
49709			EMPTY
48181			EMPTY
29001			EMPTY
49973			EMPTY
49051			EMPTY
48199			EMPTY
49406			EMPTY
49949			EMPTY
47095			EMPTY
49126			EMPTY
25593			EMPTY
49045			EMPTY
49057			EMPTY
48930			EMPTY
50204			EMPTY
47936			EMPTY
49232			EMPTY
48793			EMPTY
49016			EMPTY
49672			EMPTY
49313			EMPTY
50401			EMPTY
49752			EMPTY
50144			EMPTY
49772			EMPTY
48163			EMPTY
49190			EMPTY
48146			EMPTY
50320			EMPTY
48927			EMPTY
49691			EMPTY
49784			EMPTY
49831			EMPTY
49860			EMPTY
49230			EMPTY
50029			EMPTY
50191			EMPTY
48935			EMPTY
50411			EMPTY
49945			EMPTY
49524			EMPTY
49845			EMPTY
50095			EMPTY
49513			EMPTY
50097			EMPTY
49403			EMPTY
49655			EMPTY
48905			EMPTY
48413			EMPTY
48102			EMPTY
49981			EMPTY
47256			EMPTY
48780			EMPTY
49131			EMPTY
49826			EMPTY
50430			EMPTY
49511			EMPTY
49969			EMPTY
50405			EMPTY
48194			EMPTY
11147			EMPTY
49049			EMPTY
29544			EMPTY
48318			EMPTY
49329			EMPTY
49398			EMPTY
49141			EMPTY
48979			EMPTY
50014			EMPTY
50039			EMPTY
49574			EMPTY
48921			EMPTY
49589			EMPTY
42648			EMPTY
50134			EMPTY
50366			EMPTY
49189			EMPTY
49782			EMPTY
49454			EMPTY
48975			EMPTY
48621			EMPTY
50449			EMPTY
48949			EMPTY
47274			EMPTY
50208			EMPTY
49861			EMPTY
49366			EMPTY
48818			EMPTY
49132			EMPTY
49522			EMPTY
48947			EMPTY
47096			EMPTY
49610			EMPTY
49139			EMPTY
49938			EMPTY
47623			EMPTY
49270			EMPTY
19602			EMPTY
49738			EMPTY
49339			EMPTY
42607			EMPTY
42553			EMPTY
42834			EMPTY
17896			EMPTY
42599			EMPTY
11121			EMPTY
42858			EMPTY
11200			EMPTY
42827			EMPTY
42694			EMPTY
27565			EMPTY
42810			EMPTY
46313			EMPTY
10936			EMPTY
42986			EMPTY
17866			EMPTY
13417			EMPTY
42902			EMPTY
11058			EMPTY
11005			EMPTY
42620			EMPTY
27544			EMPTY
42797			EMPTY
42990			EMPTY
17875			EMPTY
46521			EMPTY
18900			EMPTY
30033			EMPTY
46801			EMPTY
11039			EMPTY
17662			EMPTY
10977			EMPTY
27540			EMPTY
46462			EMPTY
42627			EMPTY
49665			EMPTY
49548			EMPTY
49240			EMPTY
49827			EMPTY
50184			EMPTY
50424			EMPTY
47959			EMPTY
49791			EMPTY
50033			EMPTY
48954			EMPTY
49317			EMPTY
49467			EMPTY
48254			EMPTY
50071			EMPTY
50162			EMPTY
49269			EMPTY
28376			EMPTY
48414			EMPTY
47612			EMPTY
48937			EMPTY
47345			EMPTY
49320			EMPTY
49717			EMPTY
49867			EMPTY
49899			EMPTY
49855			EMPTY
49433			EMPTY
49498			EMPTY
49212			EMPTY
49623			EMPTY
49916			EMPTY
47186			EMPTY
50252			EMPTY
47618			EMPTY
49423			EMPTY
49455			EMPTY
49641			EMPTY
48115			EMPTY
47695			EMPTY
50199			EMPTY
49837			EMPTY
49309			EMPTY
50290			EMPTY
49743			EMPTY
49851			EMPTY
49211			EMPTY
49067			EMPTY
47379			EMPTY
49020			EMPTY
50441			EMPTY
49921			EMPTY
49918			EMPTY
49342			EMPTY
50468			EMPTY
49808			EMPTY
50325			EMPTY
47014			EMPTY
48105			EMPTY
49680			EMPTY
47744			EMPTY
49388			EMPTY
47362			EMPTY
49363			EMPTY
49069			EMPTY
47734			EMPTY
49074			EMPTY
49149			EMPTY
48944			EMPTY
50452			EMPTY
49613			EMPTY
48561			EMPTY
49065			EMPTY
50457			EMPTY
47299			EMPTY
50347			EMPTY
50220			EMPTY
49397			EMPTY
47424			EMPTY
49242			EMPTY
49748			EMPTY
48402			EMPTY
49221			EMPTY
48917			EMPTY
48141			EMPTY
48076			EMPTY
50114			EMPTY
47536			EMPTY
49392			EMPTY
49434			EMPTY
49526			EMPTY
48903			EMPTY
47929			EMPTY
50180			EMPTY
50454			EMPTY
47425			EMPTY
48912			EMPTY
49123			EMPTY
49956			EMPTY
49688			EMPTY
49900			EMPTY
49882			EMPTY
48646			EMPTY
49431			EMPTY
49659			EMPTY
50157			EMPTY
49146			EMPTY
47795			EMPTY
50118			EMPTY
50136			EMPTY
49080			EMPTY
49819			EMPTY
49863			EMPTY
50330			EMPTY
48959			EMPTY
49188			EMPTY
49441			EMPTY
50345			EMPTY
49125			EMPTY
50122			EMPTY
50241			EMPTY
49310			EMPTY
50253			EMPTY
47807			EMPTY
47119			EMPTY
48185			EMPTY
48507			EMPTY
49260			EMPTY
49505			EMPTY
49395			EMPTY
49923			EMPTY
50418			EMPTY
50282			EMPTY
50218			EMPTY
49939			EMPTY
50213			EMPTY
50142			EMPTY
50254			EMPTY
50340			EMPTY
48990			EMPTY
47309			EMPTY
49550			EMPTY
50211			EMPTY
49153			EMPTY
49436			EMPTY
